company,contact,phone,street,city,state,zip,website,notes,detail_url
Kanza Coop Assn.,,620-545-7138,7115 S. 183rd West,Viola,KS,67149,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kanza Coop Assn. 620-545-7138 7115 S. 183rd West Viola KS 67149 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kanza-Coop-Assn-788
Kanza Coop Assn.,,620-478-2272,137 North Main,Norwich,KS,67118,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kanza Coop Assn. 620-478-2272 137 North Main Norwich KS 67118 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kanza-Coop-Assn-790
Kanza Coop Assn.,,,13404 SE Main Ave.,Spivey,KS,67142,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kanza Coop Assn. 13404 SE Main Ave. Spivey KS 67142 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kanza-Coop-Assn-792
Kanza Coop Assn.,,620-459-6413,202 S. Sante Fe,Pretty Prairie,KS,67570,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kanza Coop Assn. 620-459-6413 202 S. Sante Fe Pretty Prairie KS 67570 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kanza-Coop-Assn-1291
Kauffman Seeds Inc.,,620-662-2795,9218 South Halstead St.,Hutchinson,KS,67501,www.kauffmanseed.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kauffman Seeds Inc. 620-662-2795 9218 South Halstead St. Hutchinson KS 67501 www.kauffmanseed.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kauffman-Seeds-Inc-110
KC Supply Co. Inc.,,816-753-7676,25.30.1,Kansas City,MO,64141,http://www.kcsupply.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back KC Supply Co. Inc. 816-753-7676 P.O. Box 412196 3306 Wyoming St., 64111 Kansas City MO 64141 http://www.kcsupply.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/KC-Supply-Co-Inc-135
Kennedy Berkley Yarnevich & Williamson,,785-825-4674,"119 W. Iron Ave., 7th Floor",Salina,KS,67402,http://www.kenberk.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kennedy Berkley Yarnevich & Williamson 785-825-4674 119 W. Iron Ave., 7th Floor Salina KS 67402 http://www.kenberk.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kennedy-Berkley-Yarnevich-&-Williamson-1485
Korol Financial Group LLC,,316-789-0321,"10333 E 21st Street N., Ste 203",Wichita,KS,67206,http://www.korolfinancial.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Korol Financial Group LLC 316-789-0321 10333 E 21st Street N., Ste 203 Wichita KS 67206 http://www.korolfinancial.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Korol-Financial-Group-LLC-1235
Kyle Railroad,,785-628-7706,38 Railroad Ave.,Phillipsburg,KS,67661,www.gwrr.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Kyle Railroad 785-628-7706 38 Railroad Ave. Phillipsburg KS 67661 www.gwrr.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Kyle-Railroad-1722
Lakeview Trading & Consulting LLC,,913-213-6050,6030 Southlake Drive,Parkville,MO,64152,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Lakeview Trading & Consulting LLC 913-213-6050 6030 Southlake Drive Parkville MO 64152 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Lakeview-Trading-&-Consulting-LLC-1568
LeRoy Coop Assn.,,620-964-2225,12/30/2025,LeRoy,KS,66857,http://www.leroycoop.coop,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back LeRoy Coop Assn. Jamie Poire 620-964-2225 P.O. Box 248 505 6th St. LeRoy KS 66857 http://www.leroycoop.coop Send LeRoy Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/LeRoy-Coop-Assn-143
LeRoy Coop Assn.,,620-836-2860,25.30.1,Gridley,KS,66852,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back LeRoy Coop Assn. 620-836-2860 Box 143 110 South St. Gridley KS 66852 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/LeRoy-Coop-Assn-654
LeRoy Coop Assn.,,785-489-2521,25.30.1,Westphalia,KS,66093,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back LeRoy Coop Assn. 785-489-2521 Box 127 610 Warne St. Westphalia KS 66093 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/LeRoy-Coop-Assn-656
Lewis Hooper & Dick LLC CPA's,,620-275-9267,25.30.1,Garden City,KS,67846,http://www.lhd.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Lewis Hooper & Dick LLC CPA's 620-275-9267 P.O. Box 699 405 N. 6th St. Garden City KS 67846 http://www.lhd.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Lewis-Hooper-&-Dick-LLC-CPA's-94
LiftCo LLC,,620-660-2263,25.30.1,Arkansas City,KS,67005,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back LiftCo LLC 620-660-2263 P.O. Box 32 Arkansas City KS 67005 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/LiftCo-LLC-1436
"Lindburg Vogel Pierce Faris, Chtd.",,620-669-0461,25.30.1,Hutchinson,KS,67504,http://www.lvpf-cpa.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Lindburg Vogel Pierce Faris, Chtd. 620-669-0461 Box 2047 2301 North Halstead Hutchinson KS 67504 http://www.lvpf-cpa.com © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Lindburg-Vogel-Pierce-Faris,-Chtd-122"
Long Island Feed & Grain LLC,,785-854-7431,25.30.1,Long Island,KS,67647,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Long Island Feed & Grain LLC Christopher Cox 785-854-7431 P.O. Box 67 Long Island KS 67647 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Long-Island-Feed-&-Grain-LLC-147
Louis Dreyfus Company,,816-756-3560,4800 Main St #600,Kansas City,MO,64112,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Louis Dreyfus Company Robert Lightcap 816-756-3560 4800 Main St #600 Kansas City MO 64112 Send Louis Dreyfus Company A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Louis-Dreyfus-Company-59
M&M Specialty Services,,913-705-0690,25.30.1,Lansing,KS,66043,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back M&M Specialty Services 913-705-0690 P.O. Box 133 Lansing KS 66043 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/M&M-Specialty-Services-1455
Marsh and McLennan Agency,,888-451-3900,4300 W. 133rd St.,Leawood,KS,66209,http://www.marshmma.com/cw,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Marsh and McLennan Agency 888-451-3900 4300 W. 133rd St. Leawood KS 66209 http://www.marshmma.com/cw © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Marsh-and-McLennan-Agency-1267
McCune Farmers Union Coop Assn.,,620-632-4226,12/30/2025,McCune,KS,66753,http://www.mccunecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back McCune Farmers Union Coop Assn. Russ Smith 620-632-4226 P.O. Box 58 708 Main McCune KS 66753 http://www.mccunecoop.com Send McCune Farmers Union Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/McCune-Farmers-Union-Coop-Assn-150
McDougal-Sager & Snodgrass Grain Inc.,,785-626-3302,12/30/2025,Atwood,KS,67730,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back McDougal-Sager & Snodgrass Grain Inc. Roger Snodgrass 785-626-3302 P.O. Box 31 13306 Highway 25 Atwood KS 67730 Send McDougal-Sager & Snodgrass Grain Inc. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/McDougal-Sager-&-Snodgrass-Grain-Inc-75
McPherson Concrete Storage Systems,,620-241-4362,25.30.1,McPherson,KS,67460,www.mcphersonconcrete.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back McPherson Concrete Storage Systems 620-241-4362 P.O. Box 369 300 N. 81 Bypass McPherson KS 67460 www.mcphersonconcrete.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/McPherson-Concrete-Storage-Systems-152
Mettler Toledo,,316-264-1358,2602 N Lake Ridge,Wichita,KS,67205,http://www.hammelscale.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Mettler Toledo 316-264-1358 2602 N Lake Ridge Wichita KS 67205 http://www.hammelscale.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Mettler-Toledo-80
Mid-America Millwright Service Inc.,,620-275-6796,25.30.1,Garden City,KS,67846,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Mid-America Millwright Service Inc. 620-275-6796 Box 2243 2720 N. 11th St. Garden City KS 67846 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Mid-America-Millwright-Service-Inc-95
Mid-Continent Industries Inc.,,316-283-9648,25.30.1,Newton,KS,67114,http://www.midcontinentindustries.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Mid-Continent Industries Inc. 316-283-9648 P.O. Box 563 1801 S.E. 9th St. Newton KS 67114 http://www.midcontinentindustries.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Mid-Continent-Industries-Inc-116
Midland Marketing,,785-628-3221,12/30/2025,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing Kevin Royer 785-628-3221 Box 639 219 E. 9th Hays KS 67601 http://www.midlandmarketing.org Send Midland Marketing A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-113
Midland Marketing,,785-737-4135,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-737-4135 Box 639 104 S. Main (Physical) Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-518
Midland Marketing,,785-481-2379,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-481-2379 Box 639 Broadway & Hwy. 4 Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-519
Midland Marketing,,785-222-3344,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-222-3344 Box 639 Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1073
Midland Marketing,,785-222-2553,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-222-2553 Box 639 1505 Oak Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1074
Midland Marketing,,785-394-2244,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-394-2244 Box 639 112 West Elm (Physical) Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1075
Midland Marketing,,785-885-4282,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-885-4282 Box 639 801 N First St. Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1076
Midland Marketing,,785-434-4826,25.30.1,Hays,KS,67601,www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-434-4826 Box 639 507 N Industrial Road Hays KS 67601 www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1077
Midland Marketing,,785-625-5138,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-625-5138 Box 639 2011 Hwy. 40 Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1078
Midland Marketing,,785-625-6440,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-625-6440 Box 639 1558 Yocemento Ave. Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1079
Midland Marketing,,785-662-3274,25.30.1,Hays,KS,67601,http://www.midlandmarketing.org,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midland Marketing 785-662-3274 Box 639 502 S. Main Hays KS 67601 http://www.midlandmarketing.org © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midland-Marketing-1080
Mid-States Appraisal Service LLC,,913-685-8731,4283 Jane Drive,Manhattan,KS,66502,http://www.midstatesappraisal.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Mid-States Appraisal Service LLC 913-685-8731 4283 Jane Drive Manhattan KS 66502 http://www.midstatesappraisal.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Mid-States-Appraisal-Service-LLC-205
Mid-States Design & Engineering,,515-963-8332,1300 S B Ave.,Nevada,IA,50201,www.midstatescompanies.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Mid-States Design & Engineering 515-963-8332 1300 S B Ave. Nevada IA 50201 www.midstatescompanies.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Mid-States-Design-&-Engineering-1437
Midway Coop Assn.,,785-454-3411,614 East Railroad Hwy. 181,Downs,KS,67437,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-454-3411 614 East Railroad Hwy. 181 Downs KS 67437 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-1175
Midway Coop Assn.,,785-389-6311,14092 V Road,Lebanon,KS,66952,www.midwaycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-389-6311 14092 V Road Lebanon KS 66952 www.midwaycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-910
Midway Coop Assn.,,785-346-5821,25.30.1,Osborne,KS,67473,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-346-5821 Box 40 Hwy. 24 Osborne KS 67473 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-912
Midway Coop Assn.,,785-647-6661,25.30.1,Burr Oak,KS,66936,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-647-6661 Box 295 426 South Main Burr Oak KS 66936 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-913
Midway Coop Assn.,,785-454-3411,614 E. Railroad,Downs,KS,67437,www.midwaycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-454-3411 614 E. Railroad Downs KS 67437 www.midwaycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-915
Midway Coop Assn.,,785-389-5311,25.30.1,Lebanon,KS,66952,www.midwaycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Midway Coop Assn. 785-389-5311 P.O. Box 248 601 Main & Rail Lebanon KS 66952 www.midwaycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Midway-Coop-Assn-917
